   152    0.43418E+04   -0.44353E+02    0.99471E-06   -0.44353E+02    0.10267E+01    0.14103E-07    0.99471E-06    0.14103E-07    0.32315E-11
   153    0.43732E+04   -0.44336E+02    0.97584E-06   -0.44336E+02    0.10209E+01    0.14063E-07    0.97584E-06    0.14063E-07    0.31709E-11
   154    0.44044E+04   -0.44296E+02    0.95752E-06   -0.44296E+02    0.10148E+01    0.13910E-07    0.95752E-06    0.13910E-07    0.31117E-11
   155    0.44354E+04   -0.44232E+02    0.93972E-06   -0.44232E+02    0.10083E+01    0.13651E-07    0.93972E-06    0.13651E-07    0.30538E-11
   156    0.44660E+04   -0.44144E+02    0.92243E-06   -0.44144E+02    0.10015E+01    0.13295E-07    0.92243E-06    0.13295E-07    0.29973E-11
   157    0.44966E+04   -0.44030E+02    0.90562E-06   -0.44030E+02    0.99429E+00    0.12852E-07    0.90562E-06    0.12852E-07    0.29421E-11
   158    0.45268E+04   -0.43892E+02    0.88929E-06   -0.43892E+02    0.98685E+00    0.12329E-07    0.88929E-06    0.12329E-07    0.28883E-11
   159    0.45568E+04   -0.43728E+02    0.87342E-06   -0.43728E+02    0.97899E+00    0.11736E-07    0.87342E-06    0.11736E-07    0.28356E-11
   160    0.45865E+04   -0.43538E+02    0.85797E-06   -0.43538E+02    0.97084E+00    0.11081E-07    0.85797E-06    0.11081E-07    0.27842E-11
   161    0.46160E+04   -0.43324E+02    0.84294E-06   -0.43324E+02    0.96250E+00    0.10372E-07    0.84294E-06    0.10372E-07    0.27340E-11
   162    0.46452E+04   -0.43084E+02    0.82831E-06   -0.43084E+02    0.95379E+00    0.96179E-08    0.82831E-06    0.96179E-08    0.26850E-11
   163    0.46742E+04   -0.42819E+02    0.81406E-06   -0.42819E+02    0.94480E+00    0.88276E-08    0.81406E-06    0.88276E-08    0.26371E-11
   164    0.47028E+04   -0.42528E+02    0.80017E-06   -0.42528E+02    0.93560E+00    0.80095E-08    0.80017E-06    0.80095E-08    0.25904E-11
